supplier_id,supplier_name,event_date,expected_delivery,actual_delivery,delay_days,quantity_delivered,material_category
SUP0113,Wright LLC,2025-03-02,2025-01-22,2025-03-02,0,89,Cutting
SUP0113,Wright LLC,2026-02-07,2025-12-23,2026-02-14,7,82,Cutting
SUP0113,Wright LLC,2025-05-25,2025-03-28,2025-05-25,0,98,Cutting
SUP0113,Wright LLC,2025-10-09,2025-08-20,2025-10-09,0,81,Cutting
SUP0113,Wright LLC,2026-03-07,2026-02-04,2026-03-20,13,86,Cutting
SUP0113,Wright LLC,2025-04-09,2025-02-08,2025-04-09,0,93,Cutting
SUP0113,Wright LLC,2024-10-31,2024-09-15,2024-11-17,17,91,Cutting
SUP0113,Wright LLC,2026-02-18,2025-12-21,2026-02-18,0,94,Cutting
SUP0114,"Williams, Gonzales and Fernandez",2025-08-21,2025-06-30,2025-08-21,0,86,Raw Materials
SUP0114,"Williams, Gonzales and Fernandez",2024-11-13,2024-10-08,2024-11-13,0,99,Raw Materials
SUP0114,"Williams, Gonzales and Fernandez",2026-03-20,2026-02-17,2026-03-27,7,83,Raw Materials
SUP0114,"Williams, Gonzales and Fernandez",2025-06-11,2025-05-12,2025-07-03,22,90,Raw Materials
SUP0114,"Williams, Gonzales and Fernandez",2025-10-05,2025-08-24,2025-10-17,12,92,Raw Materials
SUP0114,"Williams, Gonzales and Fernandez",2026-02-18,2026-01-15,2026-02-18,0,87,Raw Materials
SUP0114,"Williams, Gonzales and Fernandez",2025-07-14,2025-05-17,2025-08-05,22,98,Raw Materials
SUP0114,"Williams, Gonzales and Fernandez",2025-05-22,2025-04-16,2025-06-12,21,88,Raw Materials
SUP0114,"Williams, Gonzales and Fernandez",2025-02-09,2024-12-19,2025-02-09,0,93,Raw Materials
SUP0114,"Williams, Gonzales and Fernandez",2025-03-14,2025-02-04,2025-03-21,7,95,Raw Materials
SUP0114,"Williams, Gonzales and Fernandez",2025-07-19,2025-05-31,2025-07-19,0,92,Raw Materials
SUP0114,"Williams, Gonzales and Fernandez",2026-02-21,2025-12-31,2026-02-26,5,87,Raw Materials
SUP0114,"Williams, Gonzales and Fernandez",2026-01-22,2025-12-03,2026-01-22,0,85,Raw Materials
SUP0114,"Williams, Gonzales and Fernandez",2024-11-20,2024-10-19,2024-11-20,0,90,Raw Materials
SUP0114,"Williams, Gonzales and Fernandez",2025-10-15,2025-08-16,2025-10-15,0,92,Raw Materials
SUP0114,"Williams, Gonzales and Fernandez",2025-06-17,2025-05-01,2025-06-17,0,98,Raw Materials
SUP0115,"Fry, Hobbs and Buck",2025-12-14,2025-10-21,2025-12-14,0,86,Cutting
SUP0115,"Fry, Hobbs and Buck",2026-01-06,2025-11-20,2026-01-13,7,84,Cutting
SUP0115,"Fry, Hobbs and Buck",2024-10-21,2024-09-20,2024-10-21,0,83,Cutting
SUP0115,"Fry, Hobbs and Buck",2025-12-11,2025-11-04,2025-12-11,0,92,Cutting
SUP0115,"Fry, Hobbs and Buck",2025-09-28,2025-08-27,2025-10-24,26,82,Cutting
SUP0115,"Fry, Hobbs and Buck",2025-07-31,2025-06-18,2025-07-31,0,94,Cutting
SUP0115,"Fry, Hobbs and Buck",2025-11-09,2025-09-26,2025-11-09,0,81,Cutting
SUP0115,"Fry, Hobbs and Buck",2024-11-05,2024-09-12,2024-11-30,25,86,Cutting
SUP0115,"Fry, Hobbs and Buck",2025-05-14,2025-04-13,2025-05-14,0,84,Cutting
SUP0115,"Fry, Hobbs and Buck",2025-04-20,2025-02-22,2025-05-20,30,85,Cutting
SUP0115,"Fry, Hobbs and Buck",2025-04-11,2025-02-26,2025-04-11,0,100,Cutting
SUP0115,"Fry, Hobbs and Buck",2026-02-06,2025-12-26,2026-02-06,0,89,Cutting
SUP0115,"Fry, Hobbs and Buck",2024-11-03,2024-10-02,2024-11-03,0,100,Cutting
SUP0115,"Fry, Hobbs and Buck",2025-09-17,2025-08-08,2025-09-17,0,94,Cutting
SUP0115,"Fry, Hobbs and Buck",2026-03-10,2026-01-12,2026-03-10,0,87,Cutting
SUP0115,"Fry, Hobbs and Buck",2025-06-14,2025-04-28,2025-06-14,0,97,Cutting
SUP0115,"Fry, Hobbs and Buck",2025-05-14,2025-04-13,2025-05-14,0,82,Cutting
SUP0115,"Fry, Hobbs and Buck",2025-02-09,2024-12-25,2025-02-09,0,99,Cutting
SUP0115,"Fry, Hobbs and Buck",2025-10-13,2025-08-21,2025-10-25,12,81,Cutting
SUP0115,"Fry, Hobbs and Buck",2025-11-09,2025-09-12,2025-11-09,0,87,Cutting
SUP0115,"Fry, Hobbs and Buck",2026-03-29,2026-02-15,2026-03-29,0,81,Cutting
SUP0116,"Thomas, Ford and Brown",2025-12-03,2025-10-07,2025-12-03,0,100,Raw Materials
SUP0116,"Thomas, Ford and Brown",2026-02-27,2026-01-10,2026-02-27,0,80,Raw Materials
SUP0116,"Thomas, Ford and Brown",2024-12-03,2024-10-05,2024-12-03,0,92,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-06-19,2025-04-29,2025-06-19,0,94,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-08-04,2025-06-14,2025-08-04,0,88,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-04-16,2025-02-25,2025-04-16,0,84,Raw Materials
SUP0116,"Thomas, Ford and Brown",2024-12-25,2024-11-08,2025-01-02,8,84,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-06-15,2025-04-26,2025-06-15,0,92,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-07-15,2025-05-18,2025-07-15,0,80,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-01-17,2024-11-23,2025-01-17,0,81,Raw Materials
SUP0116,"Thomas, Ford and Brown",2024-12-20,2024-11-07,2024-12-20,0,97,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-08-15,2025-07-04,2025-08-15,0,100,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-04-08,2025-03-03,2025-04-22,14,93,Raw Materials
SUP0116,"Thomas, Ford and Brown",2024-12-19,2024-10-27,2024-12-19,0,92,Raw Materials
SUP0116,"Thomas, Ford and Brown",2024-12-16,2024-11-05,2024-12-16,0,92,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-11-19,2025-09-27,2025-11-19,0,87,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-08-25,2025-07-04,2025-08-25,0,86,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-03-28,2025-01-29,2025-03-28,0,93,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-03-17,2025-01-26,2025-03-17,0,92,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-11-11,2025-09-27,2025-11-11,0,100,Raw Materials
SUP0116,"Thomas, Ford and Brown",2024-12-27,2024-11-18,2025-01-21,25,99,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-02-06,2025-01-06,2025-02-06,0,90,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-10-26,2025-09-05,2025-10-26,0,96,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-01-17,2024-12-13,2025-01-18,1,86,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-03-05,2025-01-16,2025-03-05,0,88,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-10-27,2025-09-07,2025-10-27,0,86,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-11-01,2025-09-19,2025-11-01,0,87,Raw Materials
SUP0116,"Thomas, Ford and Brown",2025-11-22,2025-09-29,2025-12-03,11,99,Raw Materials
SUP0116,"Thomas, Ford and Brown",2026-02-27,2026-01-07,2026-02-27,0,82,Raw Materials
SUP0117,Adams Ltd,2026-03-14,2026-02-12,2026-04-11,28,81,Cutting
SUP0117,Adams Ltd,2025-04-30,2025-03-04,2025-04-30,0,91,Cutting
SUP0117,Adams Ltd,2025-09-09,2025-07-18,2025-09-09,0,86,Cutting
SUP0117,Adams Ltd,2025-05-25,2025-03-30,2025-05-25,0,99,Cutting
SUP0117,Adams Ltd,2025-05-16,2025-03-29,2025-05-31,15,95,Cutting
SUP0117,Adams Ltd,2025-04-23,2025-03-02,2025-04-23,0,89,Cutting
SUP0117,Adams Ltd,2025-12-22,2025-10-28,2025-12-22,0,84,Cutting
SUP0117,Adams Ltd,2025-10-19,2025-09-06,2025-10-19,0,99,Cutting
SUP0117,Adams Ltd,2025-02-09,2025-01-05,2025-02-09,0,100,Cutting
SUP0117,Adams Ltd,2024-12-10,2024-10-19,2025-01-02,23,87,Cutting
SUP0118,Arnold LLC,2025-11-05,2025-09-07,2025-11-05,0,81,Finishing
SUP0118,Arnold LLC,2025-11-17,2025-09-20,2025-11-17,0,92,Finishing
SUP0118,Arnold LLC,2024-12-02,2024-10-28,2024-12-21,19,91,Finishing
SUP0118,Arnold LLC,2025-01-08,2024-11-21,2025-01-08,0,94,Finishing
SUP0118,Arnold LLC,2026-03-15,2026-01-29,2026-04-03,19,91,Finishing
SUP0118,Arnold LLC,2025-04-22,2025-03-21,2025-04-25,3,85,Finishing
SUP0118,Arnold LLC,2025-11-17,2025-09-29,2025-11-17,0,92,Finishing
SUP0118,Arnold LLC,2025-11-02,2025-09-30,2025-11-28,26,86,Finishing
SUP0118,Arnold LLC,2025-05-11,2025-04-02,2025-05-11,0,82,Finishing
SUP0118,Arnold LLC,2025-04-06,2025-02-16,2025-04-22,16,80,Finishing
SUP0118,Arnold LLC,2025-02-01,2024-12-28,2025-02-01,0,88,Finishing
SUP0118,Arnold LLC,2025-09-20,2025-08-05,2025-09-20,0,96,Finishing
SUP0119,"Thomas, Green and Donovan",2024-11-19,2024-10-10,2024-11-21,2,100,Weaving
SUP0119,"Thomas, Green and Donovan",2025-08-03,2025-06-12,2025-08-03,0,94,Weaving
SUP0119,"Thomas, Green and Donovan",2025-01-16,2024-12-07,2025-01-16,0,94,Weaving
SUP0119,"Thomas, Green and Donovan",2026-01-12,2025-12-03,2026-01-12,0,84,Weaving
SUP0119,"Thomas, Green and Donovan",2026-03-25,2026-01-31,2026-03-25,0,89,Weaving
SUP0119,"Thomas, Green and Donovan",2025-03-11,2025-02-03,2025-03-24,13,92,Weaving
SUP0120,Oconnor LLC,2025-07-02,2025-05-11,2025-07-02,0,91,Cutting
SUP0120,Oconnor LLC,2024-10-27,2024-08-31,2024-11-10,14,93,Cutting
SUP0120,Oconnor LLC,2025-04-19,2025-03-16,2025-05-13,24,88,Cutting
SUP0120,Oconnor LLC,2025-09-19,2025-08-05,2025-09-19,0,82,Cutting
SUP0120,Oconnor LLC,2024-12-30,2024-11-01,2024-12-30,0,90,Cutting
SUP0120,Oconnor LLC,2024-10-30,2024-09-02,2024-10-30,0,84,Cutting
SUP0120,Oconnor LLC,2025-12-16,2025-11-09,2025-12-16,0,91,Cutting
SUP0121,"Hernandez, Robinson and Bryant",2025-10-29,2025-09-11,2025-11-23,25,82,Raw Materials
SUP0121,"Hernandez, Robinson and Bryant",2026-01-17,2025-12-18,2026-01-17,0,90,Raw Materials
SUP0121,"Hernandez, Robinson and Bryant",2026-01-22,2025-12-19,2026-01-22,0,94,Raw Materials
SUP0121,"Hernandez, Robinson and Bryant",2025-05-01,2025-03-07,2025-05-01,0,99,Raw Materials
SUP0121,"Hernandez, Robinson and Bryant",2025-12-01,2025-10-31,2025-12-01,0,86,Raw Materials
SUP0121,"Hernandez, Robinson and Bryant",2026-01-11,2025-12-07,2026-01-11,0,82,Raw Materials
SUP0121,"Hernandez, Robinson and Bryant",2026-04-01,2026-02-17,2026-04-09,8,86,Raw Materials
SUP0121,"Hernandez, Robinson and Bryant",2026-02-12,2025-12-22,2026-02-12,0,90,Raw Materials
SUP0121,"Hernandez, Robinson and Bryant",2025-09-19,2025-08-05,2025-10-12,23,95,Raw Materials
SUP0122,Rodriguez Inc,2025-09-26,2025-08-12,2025-09-26,0,98,Sewing
SUP0122,Rodriguez Inc,2026-02-01,2025-12-19,2026-02-01,0,80,Sewing
SUP0122,Rodriguez Inc,2026-01-13,2025-12-09,2026-01-22,9,84,Sewing
SUP0122,Rodriguez Inc,2025-09-23,2025-08-02,2025-09-23,0,82,Sewing
SUP0122,Rodriguez Inc,2025-09-24,2025-08-20,2025-10-19,25,87,Sewing
SUP0122,Rodriguez Inc,2025-10-20,2025-09-08,2025-10-20,0,98,Sewing
SUP0122,Rodriguez Inc,2025-06-05,2025-04-17,2025-06-05,0,100,Sewing
SUP0122,Rodriguez Inc,2025-06-16,2025-05-11,2025-06-16,0,91,Sewing
SUP0122,Rodriguez Inc,2025-08-01,2025-06-16,2025-08-01,0,88,Sewing
SUP0122,Rodriguez Inc,2025-06-20,2025-04-27,2025-06-20,0,81,Sewing
SUP0122,Rodriguez Inc,2026-01-30,2025-12-16,2026-01-30,0,81,Sewing
SUP0122,Rodriguez Inc,2025-01-19,2024-12-18,2025-01-19,0,94,Sewing
SUP0122,Rodriguez Inc,2026-03-23,2026-01-29,2026-03-23,0,90,Sewing
SUP0122,Rodriguez Inc,2025-03-30,2025-02-06,2025-03-30,0,82,Sewing
SUP0122,Rodriguez Inc,2025-07-10,2025-05-18,2025-07-25,15,91,Sewing
SUP0122,Rodriguez Inc,2024-11-29,2024-10-19,2024-11-29,0,95,Sewing
SUP0122,Rodriguez Inc,2025-05-19,2025-04-02,2025-05-26,7,87,Sewing
SUP0122,Rodriguez Inc,2025-10-12,2025-09-11,2025-10-12,0,93,Sewing
SUP0122,Rodriguez Inc,2024-12-14,2024-10-17,2024-12-14,0,92,Sewing
SUP0122,Rodriguez Inc,2024-12-16,2024-10-20,2024-12-31,15,84,Sewing
SUP0122,Rodriguez Inc,2025-11-10,2025-09-18,2025-11-24,14,80,Sewing
SUP0122,Rodriguez Inc,2025-11-13,2025-09-19,2025-11-13,0,100,Sewing
SUP0122,Rodriguez Inc,2025-11-03,2025-09-22,2025-11-03,0,93,Sewing
SUP0122,Rodriguez Inc,2025-10-10,2025-09-06,2025-10-10,0,85,Sewing
SUP0122,Rodriguez Inc,2025-08-25,2025-07-23,2025-08-25,0,95,Sewing
SUP0122,Rodriguez Inc,2025-11-02,2025-09-25,2025-11-02,0,80,Sewing
SUP0122,Rodriguez Inc,2024-11-11,2024-09-30,2024-11-11,0,97,Sewing
SUP0122,Rodriguez Inc,2025-06-24,2025-05-18,2025-06-24,0,99,Sewing
SUP0122,Rodriguez Inc,2024-11-09,2024-09-27,2024-11-09,0,85,Sewing
SUP0122,Rodriguez Inc,2024-11-21,2024-10-01,2024-11-21,0,83,Sewing
SUP0122,Rodriguez Inc,2026-01-26,2025-11-27,2026-01-26,0,95,Sewing
SUP0122,Rodriguez Inc,2025-06-12,2025-05-09,2025-06-12,0,95,Sewing
SUP0122,Rodriguez Inc,2025-08-26,2025-07-14,2025-08-26,0,89,Sewing
SUP0122,Rodriguez Inc,2025-10-24,2025-09-14,2025-10-24,0,99,Sewing
SUP0122,Rodriguez Inc,2025-01-20,2024-12-02,2025-01-20,0,84,Sewing
SUP0122,Rodriguez Inc,2025-06-20,2025-05-11,2025-06-20,0,84,Sewing
SUP0122,Rodriguez Inc,2025-03-22,2025-02-02,2025-03-25,3,80,Sewing
SUP0122,Rodriguez Inc,2025-01-02,2024-11-22,2025-01-02,0,86,Sewing
SUP0122,Rodriguez Inc,2025-05-05,2025-03-14,2025-05-05,0,90,Sewing
SUP0122,Rodriguez Inc,2024-12-03,2024-10-09,2024-12-03,0,90,Sewing
SUP0122,Rodriguez Inc,2025-04-30,2025-03-09,2025-04-30,0,84,Sewing
SUP0122,Rodriguez Inc,2025-05-10,2025-03-16,2025-05-10,0,87,Sewing
SUP0122,Rodriguez Inc,2025-08-05,2025-06-10,2025-08-21,16,98,Sewing
SUP0123,Gray-Tran,2026-03-16,2026-02-04,2026-03-16,0,83,Finishing
SUP0123,Gray-Tran,2025-03-07,2025-01-12,2025-03-07,0,90,Finishing
SUP0123,Gray-Tran,2026-01-11,2025-11-26,2026-01-11,0,99,Finishing
SUP0123,Gray-Tran,2025-07-06,2025-06-04,2025-07-06,0,86,Finishing
SUP0123,Gray-Tran,2025-06-26,2025-05-05,2025-06-26,0,81,Finishing
SUP0123,Gray-Tran,2024-12-05,2024-10-29,2024-12-05,0,80,Finishing
SUP0123,Gray-Tran,2025-05-04,2025-03-24,2025-05-20,16,97,Finishing
SUP0123,Gray-Tran,2025-11-06,2025-09-12,2025-11-06,0,90,Finishing
SUP0123,Gray-Tran,2024-11-24,2024-10-15,2024-11-24,0,97,Finishing
SUP0123,Gray-Tran,2025-09-12,2025-07-18,2025-09-19,7,99,Finishing
SUP0123,Gray-Tran,2025-12-02,2025-10-24,2025-12-02,0,86,Finishing
SUP0123,Gray-Tran,2024-10-15,2024-08-21,2024-10-15,0,87,Finishing
SUP0123,Gray-Tran,2025-03-15,2025-01-31,2025-03-15,0,80,Finishing
SUP0123,Gray-Tran,2025-06-03,2025-04-26,2025-06-03,0,89,Finishing
SUP0123,Gray-Tran,2026-03-10,2026-02-08,2026-03-10,0,93,Finishing
SUP0123,Gray-Tran,2026-01-14,2025-12-04,2026-01-14,0,84,Finishing
SUP0123,Gray-Tran,2025-01-02,2024-11-13,2025-01-02,0,85,Finishing
SUP0123,Gray-Tran,2025-01-05,2024-11-12,2025-01-05,0,88,Finishing
SUP0123,Gray-Tran,2024-12-24,2024-11-16,2024-12-24,0,99,Finishing
SUP0123,Gray-Tran,2024-12-26,2024-11-17,2024-12-26,0,84,Finishing
SUP0123,Gray-Tran,2025-05-09,2025-03-10,2025-05-09,0,81,Finishing
SUP0123,Gray-Tran,2025-05-05,2025-03-19,2025-05-05,0,84,Finishing
SUP0123,Gray-Tran,2025-05-17,2025-03-22,2025-05-17,0,97,Finishing
SUP0123,Gray-Tran,2026-03-09,2026-01-18,2026-03-09,0,90,Finishing
SUP0123,Gray-Tran,2025-02-23,2025-01-19,2025-02-23,0,81,Finishing
SUP0123,Gray-Tran,2025-06-19,2025-05-10,2025-06-19,0,98,Finishing
SUP0123,Gray-Tran,2026-02-23,2025-12-27,2026-02-23,0,84,Finishing
SUP0123,Gray-Tran,2024-11-12,2024-10-11,2024-11-17,5,84,Finishing
SUP0123,Gray-Tran,2025-12-21,2025-11-05,2025-12-21,0,87,Finishing
SUP0123,Gray-Tran,2025-12-31,2025-11-07,2025-12-31,0,91,Finishing
SUP0123,Gray-Tran,2025-04-23,2025-03-22,2025-04-23,0,82,Finishing
SUP0123,Gray-Tran,2024-11-16,2024-10-05,2024-11-16,0,96,Finishing
SUP0123,Gray-Tran,2025-02-02,2024-12-14,2025-02-25,23,84,Finishing
SUP0123,Gray-Tran,2026-01-03,2025-11-08,2026-01-03,0,85,Finishing
SUP0123,Gray-Tran,2025-12-07,2025-10-14,2025-12-16,9,87,Finishing
SUP0124,"Elliott, Johnson and Mcfarland",2026-02-06,2025-12-18,2026-02-06,0,80,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2026-02-10,2025-12-22,2026-02-18,8,95,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2026-02-20,2026-01-20,2026-02-20,0,87,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2025-10-30,2025-08-31,2025-11-16,17,90,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2025-05-09,2025-03-28,2025-05-31,22,92,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2026-03-16,2026-01-29,2026-04-01,16,80,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2025-02-04,2024-12-19,2025-02-04,0,86,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2026-02-27,2026-01-22,2026-02-27,0,95,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2026-03-28,2026-02-15,2026-03-28,0,98,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2025-03-24,2025-02-06,2025-03-30,6,92,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2025-08-30,2025-07-27,2025-08-30,0,100,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2025-06-20,2025-05-13,2025-06-20,0,96,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2025-03-03,2025-01-27,2025-03-28,25,99,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2025-07-16,2025-06-06,2025-07-16,0,88,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2025-02-26,2025-01-24,2025-02-26,0,94,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2026-03-06,2026-01-21,2026-03-06,0,100,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2024-10-27,2024-09-03,2024-10-27,0,85,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2025-12-10,2025-11-09,2025-12-10,0,83,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2025-09-06,2025-08-01,2025-09-30,24,89,Sewing
SUP0124,"Elliott, Johnson and Mcfarland",2025-08-28,2025-07-01,2025-08-28,0,89,Sewing
SUP0125,Kim Inc,2024-12-16,2024-11-15,2024-12-16,0,87,Finishing
SUP0125,Kim Inc,2025-07-20,2025-06-14,2025-07-20,0,89,Finishing
SUP0125,Kim Inc,2026-03-23,2026-02-15,2026-04-20,28,90,Finishing
SUP0125,Kim Inc,2025-09-05,2025-07-22,2025-09-18,13,90,Finishing
SUP0125,Kim Inc,2024-12-22,2024-11-10,2024-12-22,0,85,Finishing
SUP0125,Kim Inc,2024-11-17,2024-10-03,2024-11-17,0,89,Finishing
SUP0125,Kim Inc,2025-07-24,2025-06-22,2025-07-24,0,80,Finishing
SUP0125,Kim Inc,2026-03-04,2026-01-14,2026-03-04,0,80,Finishing
SUP0125,Kim Inc,2025-06-28,2025-04-30,2025-06-28,0,94,Finishing
SUP0125,Kim Inc,2025-03-10,2025-01-16,2025-03-10,0,85,Finishing
SUP0125,Kim Inc,2025-12-26,2025-11-25,2025-12-26,0,100,Finishing
SUP0125,Kim Inc,2025-09-21,2025-08-09,2025-09-21,0,91,Finishing
SUP0125,Kim Inc,2026-01-17,2025-12-10,2026-01-17,0,80,Finishing
SUP0125,Kim Inc,2025-06-04,2025-04-11,2025-06-04,0,83,Finishing
SUP0125,Kim Inc,2025-05-30,2025-04-26,2025-05-30,0,86,Finishing
SUP0125,Kim Inc,2025-12-02,2025-10-04,2025-12-02,0,80,Finishing
SUP0125,Kim Inc,2024-12-03,2024-10-29,2024-12-03,0,82,Finishing
SUP0125,Kim Inc,2025-08-07,2025-06-24,2025-08-26,19,97,Finishing
SUP0125,Kim Inc,2025-06-29,2025-05-22,2025-06-29,0,98,Finishing
SUP0125,Kim Inc,2024-11-29,2024-10-28,2024-11-29,0,84,Finishing
SUP0125,Kim Inc,2025-08-27,2025-07-26,2025-08-27,0,92,Finishing
SUP0125,Kim Inc,2026-03-05,2026-02-02,2026-03-05,0,94,Finishing
SUP0125,Kim Inc,2025-02-06,2025-01-02,2025-02-25,19,81,Finishing
SUP0125,Kim Inc,2026-01-30,2025-12-01,2026-02-08,9,89,Finishing
SUP0125,Kim Inc,2024-11-30,2024-10-25,2024-12-01,1,88,Finishing
SUP0125,Kim Inc,2025-09-24,2025-08-18,2025-09-24,0,80,Finishing
SUP0125,Kim Inc,2026-02-18,2025-12-23,2026-02-18,0,93,Finishing
SUP0125,Kim Inc,2024-11-20,2024-09-26,2024-11-20,0,81,Finishing
SUP0126,Marquez Inc,2025-03-28,2025-02-24,2025-03-28,0,94,Raw Materials
SUP0126,Marquez Inc,2024-12-07,2024-10-21,2024-12-07,0,91,Raw Materials
SUP0126,Marquez Inc,2025-11-06,2025-09-27,2025-11-06,0,91,Raw Materials
SUP0126,Marquez Inc,2025-02-12,2025-01-08,2025-02-12,0,91,Raw Materials
SUP0126,Marquez Inc,2024-12-12,2024-11-01,2024-12-17,5,95,Raw Materials
SUP0126,Marquez Inc,2025-02-11,2025-01-01,2025-02-14,3,99,Raw Materials
SUP0126,Marquez Inc,2025-07-19,2025-05-22,2025-07-19,0,91,Raw Materials
SUP0126,Marquez Inc,2024-12-13,2024-10-30,2025-01-10,28,85,Raw Materials
SUP0126,Marquez Inc,2026-02-20,2026-01-11,2026-02-20,0,100,Raw Materials
SUP0126,Marquez Inc,2025-11-07,2025-09-19,2025-11-07,0,100,Raw Materials
SUP0126,Marquez Inc,2025-10-23,2025-08-27,2025-10-28,5,86,Raw Materials
SUP0126,Marquez Inc,2025-02-23,2025-01-22,2025-03-24,29,83,Raw Materials
SUP0126,Marquez Inc,2024-11-07,2024-09-21,2024-11-07,0,83,Raw Materials
SUP0126,Marquez Inc,2026-03-31,2026-02-21,2026-04-22,22,85,Raw Materials
SUP0126,Marquez Inc,2025-08-15,2025-06-25,2025-08-15,0,90,Raw Materials
SUP0126,Marquez Inc,2024-11-20,2024-10-18,2024-11-20,0,91,Raw Materials
SUP0126,Marquez Inc,2025-02-24,2025-01-09,2025-02-24,0,92,Raw Materials
SUP0126,Marquez Inc,2025-08-23,2025-07-06,2025-08-23,0,93,Raw Materials
SUP0126,Marquez Inc,2025-12-17,2025-11-10,2025-12-17,0,94,Raw Materials
SUP0126,Marquez Inc,2025-10-27,2025-09-01,2025-10-27,0,86,Raw Materials
SUP0126,Marquez Inc,2026-04-04,2026-02-05,2026-04-21,17,83,Raw Materials
SUP0126,Marquez Inc,2024-11-13,2024-10-10,2024-12-06,23,89,Raw Materials
SUP0126,Marquez Inc,2025-07-31,2025-06-07,2025-07-31,0,86,Raw Materials
SUP0127,"Peters, Russell and Johnson",2025-12-27,2025-10-28,2025-12-28,1,80,Finishing
SUP0127,"Peters, Russell and Johnson",2026-03-04,2026-01-24,2026-03-04,0,85,Finishing
SUP0127,"Peters, Russell and Johnson",2026-01-21,2025-12-20,2026-01-21,0,83,Finishing
SUP0127,"Peters, Russell and Johnson",2025-01-27,2024-11-28,2025-01-27,0,92,Finishing
SUP0127,"Peters, Russell and Johnson",2026-03-25,2026-02-01,2026-03-25,0,90,Finishing
SUP0127,"Peters, Russell and Johnson",2025-03-03,2025-01-21,2025-03-03,0,93,Finishing
SUP0127,"Peters, Russell and Johnson",2024-12-01,2024-10-12,2024-12-01,0,81,Finishing
SUP0127,"Peters, Russell and Johnson",2024-11-17,2024-10-17,2024-11-17,0,91,Finishing
SUP0127,"Peters, Russell and Johnson",2026-03-04,2026-01-25,2026-03-04,0,92,Finishing
SUP0127,"Peters, Russell and Johnson",2025-12-25,2025-11-12,2025-12-25,0,99,Finishing
SUP0127,"Peters, Russell and Johnson",2025-04-10,2025-02-09,2025-04-26,16,80,Finishing
SUP0127,"Peters, Russell and Johnson",2025-03-11,2025-02-08,2025-04-05,25,82,Finishing
SUP0127,"Peters, Russell and Johnson",2024-12-04,2024-10-27,2024-12-04,0,82,Finishing
SUP0127,"Peters, Russell and Johnson",2025-07-27,2025-06-04,2025-08-17,21,83,Finishing
SUP0127,"Peters, Russell and Johnson",2024-12-25,2024-11-13,2024-12-25,0,87,Finishing
SUP0127,"Peters, Russell and Johnson",2024-12-10,2024-11-09,2024-12-10,0,97,Finishing
SUP0127,"Peters, Russell and Johnson",2024-12-28,2024-11-22,2024-12-28,0,83,Finishing
SUP0127,"Peters, Russell and Johnson",2026-03-25,2026-02-02,2026-03-25,0,80,Finishing
SUP0127,"Peters, Russell and Johnson",2024-11-02,2024-09-19,2024-11-02,0,85,Finishing
SUP0127,"Peters, Russell and Johnson",2024-12-16,2024-11-08,2024-12-16,0,92,Finishing
SUP0127,"Peters, Russell and Johnson",2026-02-14,2026-01-07,2026-02-14,0,96,Finishing
SUP0127,"Peters, Russell and Johnson",2024-11-18,2024-10-14,2024-11-28,10,85,Finishing
SUP0127,"Peters, Russell and Johnson",2026-02-23,2026-01-15,2026-02-23,0,93,Finishing
SUP0127,"Peters, Russell and Johnson",2025-12-13,2025-10-23,2025-12-13,0,82,Finishing
